stop_id,stop_name,rank
at:43:3205,Breitenwaida Bahnhof,1
at:43:3209,Bruck/Leitha Bahnhof,0
at:43:3255,Brunn-Maria Enzersdorf Bahnhof,1
at:43:3260,Buchberg/Kamp Bahnhof,0
at:43:3264,Böheimkirchen Bahnhof,0
at:43:3279,Deutsch-Wagram Bahnhof,0
at:43:3292,Helmahof Bahnhof,1
at:43:3309,Drösing Bahnhof,0
at:43:3310,Dürnkrut Bahnhof,0
at:43:3314,Dürrwien Bahnhof,1
at:43:3318,Ebenfurth Bahnhof,0
at:43:3339,Eggenburg Bahnhof,0
at:43:3347,Eichgraben-Altlengbach Bahnhof,0
at:43:3388,Enzersdorf bei Staatz Bahnhof,0
at:43:3401,Enzesfeld-Lindabrunn Bahnhof,1
at:43:3408,Etsdorf-Straß Bahnhof,0
at:43:3415,Felixdorf Bahnhof,0
at:43:3420,Fels am Wagram Bahnhof,0
at:43:3430,Fischamend Bahnhof,0
at:43:3449,Frättingsdorf Bahnhof,0
at:43:3481,Gaisruck Bahnhof,1
at:43:3486,Gars-Thunau Bahnhof,0
at:43:3493,Gedersdorf Bahnhof,0
at:43:3496,Gemeinlebarn Bahnhof,1
at:43:3499,Gerasdorf Bahnhof,0
at:43:3527,Glinzendorf Bahnhof,0
at:43:3528,Gobelsburg Bahnhof,0
at:43:3538,Gramatneusiedl Bahnhof,0
at:43:3544,Greifenstein-Altenberg Bahnhof,1
at:43:3580,Großweikersdorf Bahnhof,0
at:43:3602,Gumpoldskirchen Bahnhof,1
at:43:3608,Guntersdorf Bahnhof,0
at:43:3616,Guntramsdorf-Thallern Bahnhof,1
at:43:3617,Guntramsdorf-Kaiserau Bahnhof,1
at:43:3622,Gänserndorf Bahnhof,0
at:43:3647,Göllersdorf Bahnhof,0
at:43:3653,Ebreichsdorf Bahnhof,0
at:43:3655,Götzendorf Bahnhof,0
at:43:3660,Hadersdorf/Kamp Bahnhof,0
at:43:3677,Hainburg/Donau Ungartor/B9,0
at:43:3681,Hainburg/Donau Kulturfabrik Bhf.,0
at:43:3686,Hainburg/Donau Personenbhf.,0
at:43:3706,Haslau an der Donau Bahnhof,0
at:43:3709,Hausleiten Bahnhof,1
at:43:3712,Hautzendorf Bahnhof,1
at:43:3723,Hennersdorf Bahnhof,1
at:43:3733,Hetzmannsdorf-Wullersdorf Bhf.,0
at:43:3734,Himberg Bahnhof,0
at:43:3766,Hirtenberg Bahnhof,1
at:43:3778,Hohenau,0
at:43:3780,Hollabrunn Bahnhof,0
at:43:3784,Horn Bahnhof,0
at:43:3794,Höbersdorf Bahnhof,1
at:43:3800,Höflein/Donau Bahnhof,1
at:43:3806,Hörersdorf Bahnhof,0
at:43:3830,Jedenspeigen Bahnhof,0
at:43:3851,Kamegg Bahnhof,1
at:43:3852,Kapellerfeld Bahnhof,0
at:43:3867,Katzelsdorf Bahnhof,1
at:43:3880,Kirchberg am Wagram Bhf.,0
at:43:3885,Kirchstetten Bahnhof,0
at:43:3895,Kledering Bahnhof,1
at:43:3952,Klosterneuburg-Kierling,1
at:43:3953,Klosterneuburg-Weidling Bhf.,1
at:43:3963,Korneuburg Bahnhof,0
at:43:3989,Kottingbrunn Bahnhof,1
at:43:3991,Kottingneusiedl Bahnhof,0
at:43:3993,Krems Bahnhof,0
at:43:3995,Kritzendorf Bahnhof,1
at:43:4003,Unterkritzendorf Bahnhof,1
at:43:4015,Laa/Thaya Bahnhof,0
at:43:4016,St. Pölten Bildungscampus Bahnhof,1
at:43:4025,Ladendorf Bahnhof,0
at:43:4029,Langenlebarn Bahnhof,1
at:43:4036,Langenlois Bahnhof,0
at:43:4045,Langenzersdorf Bahnhof,0
at:43:4054,Lanzendorf-Rannersdorf Bahnhof,1
at:43:4067,Laxenburg-Biedermannsdorf Bhf.,1
at:43:4083,Leobendorf-Burg Kreuzenstein Bhf.,1
at:43:4084,Leobersdorf Bahnhof,0
at:43:4102,Limberg-Maissau Bahnhof,0
at:43:4132,Marchegg Bahnhof,0
at:43:4140,Maria Anzbach Bahnhof,0
at:43:4142,Maria Ellend Bahnhof,0
at:43:4165,Maria Lanzendorf Bahnhof,1
at:43:4196,Michelhausen Bahnhof,1
at:43:4202,Mistelbach Bahnhof,0
at:43:4207,Mistelbach Stadt,0
at:43:4216,Moosbierbaum-Heiligeneich Bf.,1
at:43:4225,Muckendorf-Wipfing Bahnhof,1
at:43:4231,Münchendorf Bahnhof,1
at:43:4239,Mödling Bahnhof,0
at:43:4301,Möllersdorf Aspangbahn,1
at:43:4318,Neubau-Kreuzstetten Bahnhof,0
at:43:4337,Neulengbach Bahnhof,0
at:43:4338,Neulengbach Stadt Bahnhof,0
at:43:4377,Niederkreuzstetten Bahnhof,0
at:43:4395,Obereggendorf Bahnhof,1
at:43:4408,Oberolberndorf Bahnhof,1
at:43:4417,Obersdorf Bahnhof,0
at:43:4423,Oberwaltersdorf Bahnhof,1
at:43:4429,Oberweiden Bahnhof,1
at:43:4440,Ollersbach Bahnhof,0
at:43:4455,Paasdorf Bahnhof,1
at:43:4500,Perchtoldsdorf Bahnhof,1
at:43:4531,Petronell-Carnuntum Bahnhof,0
at:43:4533,Pfaffstätten Bahnhof,1
at:43:4549,Plank am Kamp Bahnhof,0
at:43:4552,Platt Bahnhof,0
at:43:4556,Pottenbrunn Bahnhof,0
at:43:4562,Pottendorf-Landegg Bahnhof,0
at:43:4565,Pottenstein an der Triesting Bhf.,1
at:43:4574,Pressbaum Bahnhof,0
at:43:4601,Purkersdorf Sanatorium Bhf.,1
at:43:4603,Purkersdorf Zentrum Bahnhof,0
at:43:4605,Unterpurkersdorf Bahnhof,1
at:43:4613,Raasdorf Bahnhof,0
at:43:4616,Rabensburg Bahnhof,0
at:43:4639,Regelsbrunn Bahnhof,0
at:43:4651,Rekawinkel Bahnhof,1
at:43:4656,Retz Bahnhof,0
at:43:4671,Rohrendorf,0
at:43:4674,Rosenburg Bahnhof,0
at:43:4688,Sarasdorf Bahnhof,1
at:43:4695,Schleinbach Bahnhof,0
at:43:4697,Stallegg Bahnhof,1
at:43:4708,Flughafen Wien Bahnhof,0
at:43:4710,Schwechat Bahnhof,0
at:43:4742,Schönberg/Kamp Bahnhof,0
at:43:4743,Schönborn-Mallebarn,1
at:43:4745,Schönfeld-Lassee Bahnhof,0
at:43:4759,Seyring Bahnhof,0
at:43:4764,Siebenbrunn-Leopoldsdf,0
at:43:4765,Siebenhirten (NÖ) Haltestelle,0
at:43:4783,Sierndorf bei Stockerau Bahnhof,0
at:43:4787,Sierndorf an der March Bahnhof,0
at:43:4789,Sigmundsherberg Bahnhof,0
at:43:4790,Silberwald Bahnhof,1
at:43:4798,Sitzenberg-Reidling Bahnhof,1
at:43:4801,Sollenau Bahnhof,1
at:43:4814,Spillern Bahnhof,0
at:43:4824,St. Andrä-Wördern Bahnhof,0
at:43:4848,St. Pölten Hauptbahnhof,0
at:43:4849,St. Veit an der Triesting Bhf.,1
at:43:4852,Staatz Bahnhof,0
at:43:4875,Mannswörth Bahnhof,1
at:43:4881,Stiefern Bahnhof,0
at:43:4882,Stillfried Bahnhof,0
at:43:4884,Stockerau Bahnhof,0
at:43:4922,Strasshof Bahnhof,0
at:43:4975,Tallesbrunn Bahnhof,0
at:43:4978,Tattendorf Bahnhof,1
at:43:4983,Teesdorf Bahnhof,1
at:43:4990,Theresienfeld Bahnhof,1
at:43:4995,Traiskirchen Aspangbahn,1
at:43:5005,Traismauer Bahnhof,1
at:43:5006,Trasdorf Bahnhof,1
at:43:5013,Trautmannsdorf/Leitha Bhf.,1
at:43:5023,Trumau Bahnhof,1
at:43:5034,Tulln Bahnhof,0
at:43:5057,Tulln Stadt Bahnhof,1
at:43:5068,Tullnerbach-Pressbaum Bahnhof,0
at:43:5070,Ulrichskirchen Bahnhof,0
at:43:5072,Untereggendorf Bahnhof,1
at:43:5090,Untersiebenbrunn Bahnhof,0
at:43:5094,Untertullnerbach Bahnhof,1
at:43:5138,Wagram-Grafenegg Bahnhof,0
at:43:5147,Wampersdorf Bahnhof,1
at:43:5189,Weikendorf-Dörfles Bahnhof,0
at:43:5195,Weissenbach-Neuhaus Bahnhof,1
at:43:5210,Wiener Neustadt Hauptbahnhof,0
at:43:5223,Wiener Neustadt Nord,1
at:43:5227,Wiener Neustadt Civitas Nova,1
at:43:5235,Wildungsmauer Bahnhof,0
at:43:5239,Wilfleinsdorf Bahnhof,1
at:43:5255,Wittmannsdorf Bahnhof,1
at:43:5271,Wolfsthal,0
at:43:5274,Wolkersdorf Bahnhof,0
at:43:5301,Zeiselmauer-Königstetten Bhf.,1
at:43:5303,Zellerndorf Bahnhof,0
at:43:5304,Ziersdorf Bahnhof,0
at:43:5323,Zöbing Bahnhof,0
at:43:5759,Tullnerfeld Bahnhof,0
at:43:6003,Wiener Neustadt Anemonensee,1
at:43:7032,Bad Erlach Bahnhof,0
at:43:7033,Brunn an der Pitten Bahnhof,0
at:43:7034,Pitten Bahnhof,0
at:43:7035,Sautern-Schiltern Bahnhof,1
at:43:7036,Seebenstein Bahnhof,0
at:43:7037,Gleißenfeld Bahnhof,1
at:43:7038,Scheiblingkirchen-Warth,0
at:43:7039,Petersbaumgarten Bahnhof,1
at:43:7040,Edlitz-Grimmenstein Bahnhof,0
at:43:7041,Aspang Markt Bahnhof,0
at:43:7042,Ausschlag-Zöbern Bahnhof,0
at:43:7057,Lanzenkirchen Bahnhof,1
at:43:7091,Bad Fischau-Brunn Bahnhof,0
at:43:7092,Bad Fischau Bahnhof,0
at:43:7093,Feuerwerksanstalt Bahnhof,0
at:43:7094,Wöllersdorf Bahnhof,0
at:43:7096,Dreistetten Bahnhof,1
at:43:7097,Oberpiesting Bahnhof,0
at:43:7098,Wopfing Bahnhof,0
at:43:7099,Waldegg Bahnhof,0
at:43:7100,Oed/Piesting Bahnhof,0
at:43:7101,Miesenbach-Waidmannsf,0
at:43:7102,Pernitz Ortmann Bahnhof,0
at:43:7104,Pernitz-Muggendorf Bahnhof,0
at:43:7105,Gutenstein Bahnhof,0
at:43:7106,Wöllersdorf Marchgraben Bf,1
at:43:7108,Waldegg-Dürnbach Bahnhof,0
at:43:7109,Markt Piesting Bahnhof,0
at:43:7110,Piesting Harzwerk,1
at:43:7112,Winzendorf Bahnhof,1
at:43:7113,Urschendorf Bahnhof,1
at:43:7114,Willendorf Bahnhof,1
at:43:7115,Unterhöflein Bahnhof,1
at:43:7116,Grünbach/Schneeberg Bahnhof,1
at:43:7117,Grünbach/Schneeberg Schule,1
at:43:7118,Grünbach/Schneeberg Kohlenwerk,1
at:43:7119,Rothengrub Bahnhof,1
at:43:7120,Puchberg am Schneeberg Bahnhof,1
at:43:7161,Hötzelsdorf-Geras Bahnhof,0
at:43:7162,Irnfritz Bahnhof,0
at:43:7163,Göpfritz,0
at:43:7164,Allentsteig Bahnhof,0
at:43:7165,Schwarzenau Bahnhof,0
at:43:7166,Vitis Bahnhof,0
at:43:7167,Hirschbach bei Gmünd Bahnhof,0
at:43:7168,Pürbach-Schrems Bahnhof,0
at:43:7169,Gmünd Bahnhof,0
at:43:7211,St. Pantaleon Bahnhof,0
at:43:7222,Prinzersdorf Bahnhof,1
at:43:7223,Markersdorf an der Pielach Bf.,1
at:43:7224,Großsierning Bahnhof,1
at:43:7225,Loosdorf/Melk Bahnhof,1
at:43:7226,Melk Bahnhof,1
at:43:7227,Pöchlarn Bahnhof,1
at:43:7228,Krummnußbaum Bahnhof,1
at:43:7229,Säusenstein Bahnhof,1
at:43:7230,Ybbs/Donau Bahnhof,1
at:43:7231,Neumarkt/Ybbs-Karlsbach Bf.,1
at:43:7233,Blindenmarkt Bahnhof,1
at:43:7234,Amstetten Bahnhof,0
at:43:7235,Mauer-Öhling Bahnhof,1
at:43:7236,Aschbach Bahnhof,1
at:43:7237,Krenstetten-Biberbach Bahnhof,1
at:43:7238,St. Peter-Seitenstetten Bhf.,1
at:43:7239,St. Johann-Weistrach Bahnhof,1
at:43:7241,Stadt Haag Bahnhof,1
at:43:7242,St. Valentin Bahnhof,0
at:43:7243,Ennsdorf Bahnhof,1
at:43:7370,St. Pölten Traisenpark/P+R Nord,1
at:43:7371,St. Pölten Alpenbahnhof-Kaiserwald,1
at:43:7372,St. Pölten Porschestraße,1
at:43:7376,St. Georgen am Steinfelde Bahnhof,1
at:43:7377,Wilhelmsburg/Traisen Bahnhof,1
at:43:7378,Kreisbach Bahnhof,1
at:43:7381,Traisen Bahnhof,1
at:43:7382,Traisen Markt Bahnhof,1
at:43:7383,Marktl Bahnhof,1
at:43:7384,Lilienfeld Bahnhof,1
at:43:7385,Lilienfeld Krankenhaus Bahnhof,1
at:43:7386,Schrambach Bahnhof,1
at:43:7399,Wiesenfeld-Schwarzenbach Bf.,1
at:43:7400,St. Veit an der Gölsen Bahnhof,1
at:43:7401,Rainfeld-Kleinzell Bahnhof,1
at:43:7402,Rohrbach an der Gölsen Bahnhof,1
at:43:7403,Hainfeld Bahnhof,1
at:43:7435,Erlauf Bahnhof,1
at:43:7442,Petzenkirchen Bahnhof,1
at:43:7443,Wieselburg Bahnhof,1
at:43:7444,Mühling Bahnhof,1
at:43:7445,Mühling-Plaika Bahnhof,1
at:43:7446,Schauboden Bahnhof,1
at:43:7447,Purgstall/Erlauf Bahnhof,1
at:43:7448,Sölling Bahnhof,1
at:43:7449,Saffen Bahnhof,1
at:43:7450,Scheibbs Bahnhof,1
at:43:7893,Greinsfurth/Amst. Bahnhof,1
at:43:7894,Ulmerfeld-Hausmening Bahnhof,0
at:43:7895,Kröllendorf Bahnhof,1
at:43:7896,Hilm-Kematen Bahnhof,1
at:43:7897,Rosenau am Sonntagberg Bahnhof,0
at:43:7898,Sonntagberg Bahnhof,1
at:43:7899,Böhlerwerk an der Ybbs Bahnhof,1
at:43:7900,Waidhofen/Ybbs Bahnhof,0
at:43:7901,Waidhofen/Ybbs Stadt,1
at:43:8000,Furth-Göttweig Bahnhof,1
at:43:8001,Furth-Palt Bahnhof,0
at:43:8002,Getzersdorf/Traisen Bahnhof,1
at:43:8003,Herzogenburg Bahnhof,0
at:43:8004,Herzogenburg Stadt,1
at:43:8005,Herzogenburg-Wielandsthal,1
at:43:8008,Oberradlberg Bahnhof,1
at:43:8009,Paudorf Bahnhof,0
at:43:8010,Statzendorf Bahnhof,0
at:43:8011,Unterradlberg Bahnhof,1
at:43:8012,Viehofen Bahnhof,1
at:43:8022,Brunn an der Schneebergbahn Bhf.,1
at:43:8059,Pernitz Wipfelhofstraße/Bf.,0
at:43:8068,Pfennigbach Bahnhof,1
at:43:8074,Pernitz Raimundviertel Bahnhof,0
at:43:8240,Herzograd Bahnhof,0
at:43:8241,Ernsthofen Bahnhof,0
at:43:8242,Dorf an der Enns,1
at:43:8243,Ramingdorf-Haidershofen Bf.,1
at:43:8757,St. Egyden/Stfd Bahnhof,0
at:43:8758,Neunkirchen Bahnhof,0
at:43:8759,Ternitz Bahnhof,0
at:43:8760,Pottschach Bahnhof,0
at:43:8761,Gloggnitz Bahnhof,0
at:43:8762,Schlöglmühl Bahnhof,0
at:43:8763,Payerbach-Reichenau Bahnhof,0
at:43:8764,Küb Bahnhof,1
at:43:8765,Eichberg am Semmering Bahnhof,1
at:43:8766,Klamm-Schottwien Bahnhof,1
at:43:8767,Breitenstein Bahnhof,1
at:43:8768,Wolfsbergkogel Bahnhof,1
at:43:8769,Semmering Bahnhof,0
at:43:99985,Kittsee Tarifpunkt A6/Staatsgrenze,0
at:44:40156,Neumarkt-Kallham Bahnhof,0
at:44:40179,Lengau Bahnhst,0
at:44:40222,Perg Schulzentrum Bahnhst,0
at:44:41016,Leonding Straßfeld Lokalbahn,0
at:44:41027,Linz Pichling,1
at:44:41060,Linz/Donau Franckstraße Bahnhof,0
at:44:41072,Leonding Westbahn Bahnhof,1
at:44:41121,Linz Ebelsberg,0
at:44:41164,Linz/Donau Hauptbahnhof,0
at:44:41224,Linz/Donau Oed Bahnhst,0
at:44:41272,Linz/Donau Urfahr Bahnhof,0
at:44:41298,Linz/Donau Wegscheid Bahnhof,1
at:44:41500,Pasching b.Linz Bahnhst,0
at:44:41501,Hörsching Bahnhst,0
at:44:41570,Oftering Bahnhst,0
at:44:41600,Traun OÖ Bahnhof,0
at:44:41601,St.Martin b.Traun Bahnhst,1
at:44:41602,Ansfelden Bahnhof,1
at:44:41740,Nettingsdorf Bahnhof,1
at:44:41760,Nöstlbach-St.Marien Bahnhst,1
at:44:41761,Neuhofen/Krems Bahnhof,0
at:44:41770,Kematen/Krems-Piberbach Bahnhof,0
at:44:41900,Asten-Fisching,1
at:44:41910,Enns Bahnhof,0
at:44:42046,Wels Hbf (Busterminal),3
at:44:42107,Wels Hauptbahnhof,0
at:44:42146,Wels Lokalbahn Bahnhof,1
at:44:42268,Wels Messe Bahnhof,1
at:44:42300,Marchtrenk Bahnhof,0
at:44:42390,Kremsmünster Bahnhof,0
at:44:42410,Schauersberg Bahnhst,1
at:44:42411,Steinhaus b.Wels Bahnhst,1
at:44:42412,Oberhart b.Steinhaus Bahnhst,1
at:44:42430,Unterhart b.Sattledt Bahnhst,1
at:44:42431,Sattledt Bahnhof,1
at:44:42451,Großendorf Bahnhst,1
at:44:42452,Wiesmühle b.Sattledt Bahnhst,1
at:44:42453,Voitsdorf Bahnhst,1
at:44:42750,Gunskirchen Bahnhof,0
at:44:42790,Lambach OÖ Bahnhof,0
at:44:42791,Lambach OÖ Markt Bahnhst,0
at:44:42850,Neukirchen b.Lambach Bahnhst,0
at:44:42940,Haiding Bahnhof,0
at:44:43005,Steyr,0
at:44:43133,Steyr-Münichholz,0
at:44:43450,Rohr-Bad Hall Bahnhof,0
at:44:43500,Kirchdorf/Krems Bahnhof,0
at:44:43510,Micheldorf in OÖ Bahnhof,0
at:44:43520,Schlierbach/Krems Bahnhof,0
at:44:43530,Nußbach Bahnhst,1
at:44:43540,Wartberg/Krems Bahnhof,0
at:44:43589,Klaus/Pyhrnbahn Bahnhof,0
at:44:43615,Steyrling Bahnhof,0
at:44:43620,Hinterstoder Bahnhof,0
at:44:43640,Roßleithen Bahnhst,0
at:44:43649,Windischgarsten Bahnhof,0
at:44:43660,Spital am Pyhrn Bahnhof,0
at:44:43790,Steinbachbrücke Bahnhst,1
at:44:43835,Pettenbach OÖ Bahnhof,1
at:44:43839,Pettenbach OÖ Diensthubersiedlung Bahnhst,1
at:44:43860,Wilfling Bahnhst,1
at:44:43900,Garsten Bahnhof,0
at:44:43934,Lahrndorf b.Garsten Bahnhof,0
at:44:43940,Dürnbach/Enns Bahnhst,0
at:44:43941,Ternberg,0
at:44:43950,Trattenbach/Enns Bahnhst,0
at:44:43960,Losenstein,0
at:44:43981,Reichraming Bahnhof,0
at:44:44000,Puchenau Bahnhst,1
at:44:44001,Puchenau West Bahnhst,0
at:44:44002,Dürnberg b.Ottensheim Bahnhof,1
at:44:44003,Ottensheim Bahnhof,0
at:44:44009,Achleitnersiedlung Bahnhst,1
at:44:44020,Walding b.Linz Bahnhst,0
at:44:44040,Rottenegg Bahnhof,0
at:44:44050,Lacken im Mühlkreis Bahnhst,0
at:44:44052,Gerling OÖ Bahnhst,0
at:44:44350,Steyregg Bahnhof,1
at:44:44351,Pulgarn Bahnhst,1
at:44:44360,St.Georgen/Gusen Bahnhof,1
at:44:44361,St.Georgen/Gusen Ort Bahnhst,0
at:44:44410,Mauthausen OÖ Bahnhof,0
at:44:44450,Lungitz/Gusen Bahnhof,0
at:44:44470,Katsdorf Bahnhst,1
at:44:44471,Gaisbach-Wartberg Bahnhof,1
at:44:44472,Schloss Haus Bahnhst,1
at:44:44500,Perg Bahnhof,0
at:44:44550,Aisthofen,0
at:44:44551,Schwertberg Bahnhof,0
at:44:44850,Arbing,0
at:44:44870,Dornach,0
at:44:44880,Grein-Bad Kreuzen Bahnhof,0
at:44:44881,Grein Stadt Bahnhof,0
at:44:44900,St.Nikola-Struden Bahnhst,0
at:44:44960,Baumgartenberg Bahnhst,0
at:44:44961,Saxen Bahnhof,0
at:44:45000,Freistadt Bahnhof,0
at:44:45090,Pregarten Bahnhof,0
at:44:45260,Summerau Bahnhof,0
at:44:45450,Kefermarkt Bahnhof,0
at:44:45500,Rohrbach-Berg Bahnhof,0
at:44:45530,Oepping Bahnhst,0
